book_id,book_title,book_genres
401876,The House of God,Fantasy|Young Adult|New Adult|Romance
17779550,Last Train to Istanbul,Fiction|Fantasy|Contemporary
22749539,Echo,Leadership|Business|Nonfiction|Contemporary|Adult
428862,Wreck This Journal,Young Adult|Fiction|Fantasy|Adventure|New Adult|Childrens|Middle Grade|Novels
70561,The Gulag Archipelago 1918-1956,Fiction|Humor|Contemporary|Abandoned|Novels|Literary Fiction|Humor|Funny|Adult|Book Club|Adult Fiction
270032,Seven Years in Tibet,Fantasy|Young Adult|Animals|Fiction|Childrens|Adventure
6080420,Commencement ,Fiction|Historical|Historical Fiction|Magical Realism|Academic|School|Novels|Literature|Literary Fiction|Contemporary|Historical|Adult Fiction
592089,"The Bar Code Tattoo (Bar Code, #1)",Young Adult|Womens Fiction|Chick Lit|Realistic Fiction
8158992,"MacRieve (Immortals After Dark, #14)",Fantasy|Young Adult|Fantasy|Paranormal|Romance|Paranormal|Shapeshifters
8105569,Oogy: The Dog Only a Family Could Love,Short Stories|Fiction|Classics|Literature|American
36064,"American Tabloid (Underworld USA, #1)",Fiction|Cultural|India|Contemporary|Asian Literature|Indian Literature|Book Club
7124101,"The Fallen and Leviathan (The Fallen, #1-2)",Psychology|Nonfiction|Spirituality|Self Help|Philosophy
20082,"The Renegades of Pern (Pern, #10)",Sequential Art|Graphic Novels|Sequential Art|Comics|Fiction|Graphic Novels Comics
2530,Baltasar and Blimunda,Realistic Fiction|Childrens|Middle Grade
153136,The Cake Bible,Lgbt|Young Adult|Romance|M M Romance|Lgbt|Gay|Fiction
23507745,"Serafina and the Black Cloak (Serafina, #1)",Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Fiction
599090,A New Hope  (Star Wars: Novelizations #4),Fiction|Classics|Cultural|Russia|Short Stories|Literature|Russian Literature|Literature
6021523,Summer House,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Dc Comics|Dc Comics|Superman|Comics|Comic Book
331695,Almost French: Love and a New Life in Paris,Sequential Art|Comics|Sequential Art|Graphic Novels|Science Fiction|Fiction|Comics|Comic Book
71458,Stupeur et tremblements,Self Help|Spirituality|Nonfiction|Self Help|Personal Development|Psychology
43797,Pandora / Vittorio the Vampire (New Tales of the Vampires),Realistic Fiction|Childrens|Middle Grade|Fiction|Young Adult|Childrens
9266769,"Summer and the City (The Carrie Diaries, #2)",Short Stories|Fiction|Cultural|Latin American|European Literature|Spanish Literature
142545,"The Stone Monkey (Lincoln Rhyme, #4)",Fiction|European Literature|Italian Literature|Cultural|Italy
210243,"Origin in Death (In Death, #21)",Philosophy|Nonfiction|Biography|Classics|European Literature|German Literature
148769,"The First Part Last (Heaven, #2)",History|Classics|Biography|Nonfiction|Philosophy
7783191,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,Romance|New Adult|Sports and Games|Sports|Contemporary Romance|Sports Romance|Romance|Contemporary Romance
84842,"Prior Bad Acts (Kovac and Liska, #3)",Fantasy|Young Adult|Fantasy|Paranormal|Romance
608906,"Firestar's Quest (Warriors Super Edition, #1)",Crime|True Crime|Nonfiction|Mystery|Crime|Mystery
1833852,A Fraction of the Whole,Historical|Historical Fiction|World War II|Holocaust|Childrens|War|World War II|Fiction
13531024,This is Not My Hat,Fiction|Thriller|Mystery|Suspense
4924862,I Will Teach You To Be Rich,Mystery|Fiction|Mystery|Crime|Cultural|Italy
23197346,"Radiant Angel (John Corey, #7)",Short Stories|Young Adult|Young Adult|Teen
29103028,"The Queen's Poisoner (Kingfountain, #1)",Novels|Fiction|Asian Literature|Indonesian Literature
11436,"Rejoice (Redemption, #4)",Historical|Historical Fiction|Romance|Historical|Fiction|Romance|Historical Romance
8492907,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Mystery|Fiction|Mystery|Crime|Thriller|Mystery|Detective
13597723,"The Naturals (The Naturals, #1)",Mystery|Fiction|Mystery|Crime|Classics
87425,"Tintin in Tibet (Tintin, #20)",Adult Fiction|Erotica|Fiction|Short Stories|Classics
39798,"Firewall (Wallander, #8)",Young Adult|Horror|Fantasy|Fantasy|Paranormal
2073686,"Tales From the Hood (The Sisters Grimm, #6)",Christian|Religion|Theology|Nonfiction|Religion|Religion|Christianity|Religion|Faith
844051,"Mutiny on the Bounty (The Bounty Trilogy, #1)",Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy
1015311,"Love Hina, Vol. 01",Young Adult|Contemporary|Womens Fiction|Chick Lit|Romance
19049,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,Short Stories|Classics|Fiction|Literature|American|Academic|School
15954540,"The Wretched of Muirwood (Legends of Muirwood, #1)",Fantasy|Fantasy|Urban Fantasy|Fiction
891812,"Gentle Rogue (Malory-Anderson Family, #3)",Fantasy|Fiction
22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Romance|Christian Fiction|Christian|Fiction|Womens Fiction|Chick Lit
54620,Mary Barton,Sequential Art|Graphic Novels|Fantasy|Sequential Art|Comics|Fiction|Horror
115476,Nostromo,Mystery|Fiction|Mystery|Crime|Classics
13333093,The Plum Tree,Spirituality|Philosophy|Nonfiction
13621,"Death Note, Vol. 7: Zero (Death Note, #7)",Childrens|Fiction
4345290,"The Crown Conspiracy (The Riyria Revelations, #1)",New Adult|Romance|Academic|College|Contemporary|Romance|Contemporary Romance
15767586,"Styxx (Dark-Hunter, #22)",New Adult|Romance|Contemporary|Romance|Contemporary Romance|Academic|College
59142,Eugénie Grandet,Romance|Young Adult|Contemporary
19552,Essentials of Classic Italian Cooking,Christian Fiction|Fiction|Christian
82991,Silence of the Grave (Inspector Erlendur #4),Nonfiction|Autobiography|Memoir|Biography|Biography|Autobiography
11387392,The Catastrophic History of You and Me,Fiction|Contemporary|Adult Fiction
7906105,"Girl, Stolen (Girl, Stolen #1)",Fantasy|Fiction|Fantasy|Paranormal|Romance|Paranormal|Vampires|Paranormal|Witches
1211904,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Fantasy|Young Adult|Fiction
25624089,Killing Reagan: The Violent Assault That Changed a Presidency,Fantasy|Young Adult|Adventure|Fantasy|Magic|Fiction
8046680,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Magic
394683,A Bargain for Frances,Science Fiction|Fantasy|Fiction|Space|Space Opera
15806231,"Calculated in Death (In Death, #36)",Classics|Young Adult|Fiction|Historical|Historical Fiction|Childrens
22929741,The Argonauts,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Fantasy|Urban Fantasy
502295,Gonzo: The Life of Hunter S. Thompson,Childrens|Picture Books|Childrens|Classics
25664459,The Last Painting of Sara de Vos,Nonfiction|Travel|Environment|Nature|History|Science
29920081,The Sister,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance
10421530,"Kiss of Frost (Mythos Academy, #2)",Sequential Art|Comics|Humor|Sequential Art|Graphic Novels|Sequential Art|Bande Dessinée
920780,Duck On A Bike,Christian Fiction|Romance|Historical|Historical Fiction|Christian|Historical|Romance|Historical Romance|Romance|Christian Romance
10518423,The Soldier's Wife,Crime|True Crime|Nonfiction|Mystery|Crime|Mystery|Biography
17667561,"The Shadow Throne (The Ascendance Trilogy, #3)",History|Nonfiction|Autobiography|Memoir|Biography|War|War|World War II
432,"City of Glass (The New York Trilogy, #1)",Romance|Romance|Romantic Suspense|War|Military Fiction|Suspense|Contemporary
87264,Memórias Póstumas de Brás Cubas,Nonfiction|Religion|Buddhism|Spirituality|Philosophy|Self Help
7264206,"This Body of Death (Inspector Lynley, #16)",Fiction|Thriller|Science Fiction|Mystery
773514,"Emily Climbs (Emily, #2)",Philosophy|Nonfiction|Classics|Self Help|Writing|Essays
2152871,"Kushiel's Mercy (Imriel's Trilogy, #3)",Young Adult|Contemporary
39933,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy
12040447,"Shadows in Flight (Ender's Shadow, #5)",Fantasy|Young Adult|European Literature|Danish
20705702,"Burn for Me (Hidden Legacy, #1)",Romance|Historical Romance|Historical|Romance|Historical|Historical Fiction|Historical|Regency|Adult
1689469,"Chasing Darkness (Elvis Cole, #12)",Young Adult|Science Fiction|Dystopia|Short Stories
301023,"ttyl (Internet Girls, #1)",Short Stories|Fiction|Westerns|Lgbt|Literature
34548,If Chins Could Kill: Confessions of a B-Movie Actor,Fantasy|Childrens|Middle Grade|Fiction|Childrens|Adventure
1898916,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",Fiction|Thriller|Mystery|Spy Thriller|Espionage|Action|Thriller|Mystery Thriller
12991188,Train Dreams,Science Fiction
16248196,The Art of Thinking Clearly,Christian|Biography|Nonfiction|Classics|Religion|Christianity|Religion|Church|Church History
1296415,Mouse Paint,Christian Fiction|Christian|Fiction|Romance
13601550,"Accidentally on Purpose (Accidentally on Purpose, #1)",Christian Fiction|Fiction|Christian|Romance
901680,Edvard Munch: 1863-1944 (Basic Art),Nonfiction|Science|Psychology|Biology|Neuroscience|Neuroscience|Brain|Health
48697,Art in Theory 1900 - 2000: An Anthology of Changing Ideas,Fantasy|Animals
9677870,Press Here,Mystery|Thriller|Fiction|Mystery|Crime|Suspense
828483,"The Killing (Cherub, #4)",Mystery|Fiction|Thriller|Thriller|Mystery Thriller|Suspense|Mystery|Crime
43929,Darkest Fear (Myron Bolitar #7),Young Adult|Womens Fiction|Chick Lit|Realistic Fiction|Fiction|Young Adult|Teen
724371,The Lady of Shalott,Fiction|Short Stories|Literature|American|Contemporary
95661,"Revenge of the Wannabes (The Clique, #3)",Young Adult|Fantasy|Fantasy|Paranormal
80449,On the Genealogy of Morals,Thriller|Fiction|Mystery|Mystery|Crime
133017,Hellblazer: Original Sins,Historical|Historical Fiction|Fiction|Adventure|Historical|Classics
10604115,Happy Accidents: A Memoir,Fantasy|Young Adult|Science Fiction|Time Travel|Romance
25451852,"Dawn of Wonder (The Wakening, #1)",Realistic Fiction|Young Adult|Fiction|Childrens|Middle Grade
13007638,"Celebrity in Death (In Death, #34)",Thriller|Fiction|Mystery|Science Fiction
21394850,أقوم قيلا,Science Fiction|Fiction|Space|Space Opera
62032,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",Mystery|Fiction|Cultural|Canada
530793,The Wives of Henry VIII,Erotica|Bdsm|Adult Fiction|Erotica|Romance|Romance|Erotic Romance|Contemporary
10659536,Every Thing on It,Historical|Historical Fiction|Romance|Christian Fiction|Historical|Historical|Regency|Romance|Historical Romance|Christian
489972,The Snowman,Mystery|Fiction|Thriller|Mystery|Crime|Thriller|Legal Thriller
18655937,"Nash (Marked Men, #4)",Romance|Historical|Romance|Historical Romance|Historical|Historical Fiction|Cultural|India|Historical|Regency
13363270,"Just One Drop (The Grey Wolves, #3)",Fiction|Travel|Writing|Journalism
61665,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,Romance|Fiction|Womens Fiction|Chick Lit
6433836,"Rough Country (Virgil Flowers, #3)",Fiction|Classics|Adventure
46917,Rabbit Redux (Rabbit Angstrom #2),Childrens|Picture Books|Childrens|Animals
78408,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),Fantasy|Science Fiction|Fiction|Science Fiction Fantasy
25365667,"Ross Poldark (Poldark, #1)",Poetry|Childrens|Childrens|Picture Books|Humor
25663888,"Orphan X (Orphan X, #1)",Poetry|Classics|Fiction|Literature|Literature|American|Feminism|Literature|20th Century|Contemporary|Health|Mental Health|Anthologies
11757975,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",Nonfiction|History|Spirituality|Science
7940591,Blockade Billy,History|Nonfiction|Adventure|Biography|Travel
31271,The Matlock Paper,Fantasy|Romance|Romance|Fantasy Romance|Adult|Historical|Fantasy|Paranormal
736376,Breakfast with Buddha,Science Fiction|Fiction|Fantasy|Space|Space Opera
29022,The Twelve Caesars,Nonfiction|Travel|Adventure|Autobiography|Memoir
18039755,حوجن [Ḥawjan],Fantasy|Young Adult|Fiction|Childrens
360562,"Sharpe's Rifles (Sharpe, #6)",Christian|Christian Fiction|Fiction|Romance|Marriage
192214,"Vector Prime (Star Wars: The New Jedi Order, #1)",Nonfiction|History|Travel|Writing|Journalism|Autobiography|Memoir|Cultural|Africa
24767,"Touching Darkness (Midnighters, #2)",Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Fiction|Paranormal|Vampires
3545387,"Revenge of the Spellmans (The Spellmans, #3)",Science Fiction|Fantasy|Fiction|Science Fiction Fantasy
15811520,Detroit: An American Autopsy,Sequential Art|Comics|Sequential Art|Graphic Novels|Fiction|Comics|Comic Book|Graphic Novels Comics
93575,"Gaudy Night (Lord Peter Wimsey, #12)",Romance|Adult Fiction|Erotica|Romance|Contemporary Romance|Contemporary|New Adult|Adult
17158532,"Kings Rising (Captive Prince, #3)",History|Religion|Islam|Religion|Biography
18129852,"Rival (Fall Away, #2)",Science|Nonfiction|Science|Physics|Science|Popular Science
287861,"Mortal Engines (The Hungry City Chronicles, #1)",Fiction|European Literature|Italian Literature|Historical|Historical Fiction|Cultural|Portugal
10399742,Private London (Private #4),Historical|Historical Fiction|Fiction|Romance|Cultural|Australia|Womens Fiction|Chick Lit|Historical
6659254,"Blood Cross (Jane Yellowrock, #2)",Womens Fiction|Chick Lit|Romance|Contemporary Romance|Young Adult|Fantasy|Magic|Humor|Funny|Romance|Contemporary|Fantasy|Humor|New Adult
204479,"Spying in High Heels (High Heels, #1)",Media Tie In|Star Wars|Science Fiction|Fiction
776159,"The Lady in the Lake (Philip Marlowe, #4)",Romance|Adult Fiction|Erotica|Erotica|Bdsm|Contemporary|Adult|Romance|Contemporary Romance
232958,I Love You Through and Through,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Paranormal Romance|Romance|Paranormal|Angels|Paranormal|Vampires
22571612,"Crash & Burn (Tessa Leoni, #3)",Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Paranormal Romance|Paranormal|Vampires|Paranormal|Angels|Romance
616318,"Justice, Volume 1",Young Adult|Science Fiction|Aliens|Fantasy|Paranormal|Fantasy
10084,"River of Blue Fire (Otherland, #2)",Dark|Romance|New Adult|Contemporary
295169,"The Wind Singer (Wind on Fire, #1)",Fiction|Cultural|India|Contemporary|Cultural|Bangladesh|European Literature|British Literature|Literary Fiction|Novels|Literature|Book Club|Cultural|Asia
93436,The End of Mr. Y,Animals|Wolves|Fantasy|Paranormal|Paranormal|Shapeshifters|Novella
587638,Gentlemen of the Road,Fantasy|Mythology|Nonfiction|Philosophy|Psychology|Religion
9476510,Those Guys Have All the Fun: Inside the World of ESPN,Mystery|Romance|Mystery|Crime|Futuristic
129984,Big Fish,Historical|Historical Fiction|Fiction|Historical|Cultural|Italy
17936925,"Breakable (Contours of the Heart, #2)",Fiction|Humor|Novels|Literature
15818333,The Death of Bees,Mystery|Fiction|Thriller
531421,Bella Tuscany,Fiction|Literature|Literature|American|Novels|Contemporary
9526658,"Black Dawn (The Morganville Vampires, #12)",Historical|Historical Fiction|Romance|Historical|Romance|Historical Romance|Fiction
9670094,Through My Eyes,Fantasy|Young Adult|Romance|Paranormal|Fairies|Fairies|Fae|Fantasy|Paranormal
60932,"Parable of the Talents (Earthseed, #2)",Mystery|Adventure|Young Adult|Fantasy
16164271,"Locke & Key, Vol. 6: Alpha & Omega",Fiction|Lgbt|Historical|Historical Fiction|Historical|Lgbt|Gay|Classics
56674,"Empire of the Sun (Empire of the Sun, #1)",Fantasy|Young Adult|Fantasy|Unicorns|Fiction|Childrens
1034605,The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone,Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Fiction|Graphic Novels Comics
28239,Dark Star Safari: Overland from Cairo to Cape Town,Christian|Nonfiction|Religion|Christianity|Religion|Religion|Faith|Religion|Theology|Spirituality
653711,"Crystal Singer (Crystal Singer, #1)",Fiction|Philosophy|Novels|Fantasy
13546173,"The Assassin and the Underworld (Throne of Glass, #0.4)",Fantasy|Sequential Art|Graphic Novels|Sequential Art|Comics
2865944,If You Give a Cat a Cupcake,Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Adult Fiction|Erotica
11099729,Darth Plagueis,Thriller|Fiction|Mystery|Adventure
26072609,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",Poetry|Asian Literature|Indonesian Literature|Literature|Novels|Classics|Anthologies
32940838,Underground Airlines,Fiction|Historical|Historical Fiction|Novels|Literature
644655,"Raven Black (Shetland Island, #1)",Fantasy|Young Adult|Fantasy|Mythology|Fantasy|Paranormal|Mythology|Greek Mythology
12019355,"Infamous (Chronicles of Nick, #3)",Paranormal|Vampires|Fantasy|Paranormal|Romance|Fantasy|Romance|Paranormal Romance|Young Adult
792938,Having Our Say: The Delany Sisters' First 100 Years,Romance|Romance|Historical Romance|Historical|Historical|Medieval|Historical|Historical Fiction
1862313,Lush Life,Historical|Historical Fiction|Fiction|Historical
152662,What's Eating Gilbert Grape,Mystery|Fiction|Thriller|Horror|Thriller|Mystery Thriller
15723286,"Curtsies & Conspiracies (Finishing School, #2)",Young Adult|Mystery|Fantasy|Fiction
22551743,The Truth According to Us,Fiction|Mystery|Fantasy|Writing|Books About Books
11432,"Reunion (Redemption, #5)",Classics|Fiction|Novels|Childrens
16256,"More Tales of the City (Tales of the City, #2)",Fiction|Classics|Literature|Jewish|Literature|Novels
110871,Thérèse Raquin,Fantasy|Young Adult|European Literature|Spanish Literature|Romance
10209997,The Night Strangers,Historical|Historical Fiction|Historical|Fiction|Cultural|Italy|Romance
33393313,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",Romance|Romance|Historical Romance|Historical|Historical|Historical Fiction|Fiction
28965131,Behind Her Eyes,Historical|Historical Fiction|Romance|Historical|Romance|Historical Romance|Fiction
129798,The King in Yellow and Other Horror Stories,Poetry|Classics|Fiction|Literature
77427,H.M.S. Surprise,Fantasy|Fantasy|Fairy Tales|Romance|Fiction|Fantasy|Magic
665,The Virtue of Selfishness: A New Concept of Egoism,Sequential Art|Comics|Sequential Art|Graphic Novels|Sequential Art|Bande Dessinée|Adventure|Fiction
2449962,"Twenty Wishes (Blossom Street, #5)",Fiction|European Literature|German Literature|Classics|Cultural|Germany
3479967,Through Black Spruce,Philosophy|Nonfiction|Politics|Philosophy|Theory|Sociology|Art
6928893,One Good Dog,Nonfiction|Biography|Autobiography|Memoir|Mystery|Crime|Crime|True Crime
15050,Sexing the Cherry,European Literature|Romanian Literature|Classics|Fiction
6674372,The Murderer's Daughters,Romance|Historical Romance|Romance|Historical|Historical|Regency|Historical|Historical Fiction|Historical Romance|Regency Romance
1158706,"Strangers in Death (In Death, #26)",Poetry|Classics|Plays|Drama|Gothic|Medievalism|Romanticism|Fantasy
10929432,"The Archived (The Archived, #1)",Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Paranormal|Witches|Paranormal|Vampires
251446,Glengarry Glen Ross,Fiction|Mystery|Thriller
10506,The Island of the Day Before,Young Adult|Science Fiction|Dystopia|Science Fiction|Fiction
25332115,The Sound of Gravel,Childrens|Fiction
194870,The Complete Adventures of Peter Rabbit,Poetry|Classics
1275105,A Charlie Brown Christmas,New Adult|Romance|Young Adult|High School|Young Adult
280958,"Sin City: Una Dura Despedida, #1 de 3",Romance|Romance|Contemporary Romance|Academic|College|Sociology|Abuse|Young Adult
3115070,"Hostage to Pleasure (Psy-Changeling, #5)",Romance|New Adult|Contemporary|Adult Fiction|Erotica
385255,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Young Adult|Fiction|Adventure|Adult|New Adult|Novels|Fantasy
42641,Resurrection,Mystery|Historical|Historical Fiction|Fiction|Historical
8643407,"Hard Magic (Grimnoir Chronicles, #1)",Fiction
6878614,"Storm Prey (Lucas Davenport, #20)",Short Stories|Fiction|Contemporary|European Literature|British Literature|Fantasy
214333,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,Short Stories|Fiction|Literature|Classics|Magical Realism
11737387,"Fated (Alex Verus, #1)",Nonfiction|Writing|Books About Books|Writing|Essays|Autobiography|Memoir
16077150,Instructions for a Heatwave,Fantasy|Animals
12022496,"Victims (Alex Delaware, #27)",Fantasy|Young Adult|Adventure|Fiction|Science Fiction
21530229,"The Job (Fox and O'Hare, #3)",Thriller|Fiction|Mystery|Suspense|Mystery|Crime
25222064,"Old School (Diary of a Wimpy Kid, #10)",Romance|Romance|Historical Romance|Science Fiction|Fantasy|Historical
29904284,"Evelyn, After",Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Vampires|Mystery
751635,The Skin I'm In,Christian Fiction|Christian|Romance|Mystery|Fiction|Suspense
16065538,The Eye of God (Sigma Force #9),Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Graphic Novels Comics|Fiction
28922,An Artist of the Floating World,Fantasy|Young Adult|Fiction|Fantasy|Unicorns|Childrens
1528410,Night Train to Lisbon,Romance|Adult Fiction|Erotica
18052985,"Romancing the Duke (Castles Ever After, #1)",Classics|European Literature|German Literature|Fiction|Literature
25176,"The Man With a Load of Mischief (Richard Jury, #1)",Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|New Adult
11714997,"The Underworld (Fallen Star, #2)",Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Magic|Romance|Science Fiction
2372,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",Classics|European Literature|Portuguese Literature|Romance|Fiction
26116430,LaRose,Mystery|Classics|Fiction|Short Stories
17978144,Before We Met,Fiction|Magical Realism|Fantasy|Cultural|France|Romance
2187270,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,Sports and Games|Sports|Nonfiction|Sports|Hockey|Biography|Autobiography|Memoir
15728721,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",Dark|Romance|Erotica|Bdsm|Contemporary|Adult Fiction|Erotica
296264,The Black Arrow,Young Adult|Realistic Fiction|Fiction|Childrens|Childrens|Middle Grade
7997069,"Dead or Alive (Jack Ryan Universe, #13)",Fantasy|Young Adult
563458,"Fallen Hearts (Casteel, #3)",Fantasy|Young Adult|Science Fiction|Dystopia|Novella|Short Stories
185289,"Dragon Prince (Dragon Prince, #1)",Fantasy|Young Adult|Fiction|Science Fiction|Adventure|Fantasy|Magic|Childrens|Fantasy|Urban Fantasy|Short Stories|Childrens|Middle Grade
7099389,"The Burning Wire (Lincoln Rhyme, #9)",Religion|Christian|Religion|Theology|Nonfiction
166101,"River, Cross My Heart",Fiction|Short Stories|European Literature|Czech Literature|Literature
109499,Lies Women Believe: And the Truth that Sets Them Free,Fiction|Science Fiction|Mystery|Mystery|Noir|Mystery|Crime
194808,To Build a Fire,Fantasy|Young Adult|Romance|Historical|Historical Fiction|Fiction|Fantasy|Fairy Tales
95659,"Invasion of the Boy Snatchers (The Clique, #4)",Fiction|Science Fiction|Animals|Dinosaurs|Historical|Historical Fiction|Fantasy|Animals
4660,The 158-Pound Marriage,Animals|Fantasy
6150530,Free: The Future of a Radical Price,Classics|Fiction|Historical|Historical Fiction|Literature|Literature|American|Literature|20th Century|Novels|Classics|Classic Literature|New York|Literary Fiction
769712,Palestine,Humor|Nonfiction
198511,Dear Theo,Young Adult|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy
15732712,One Hundred Names,Horror|Fiction|Thriller|Mystery
78960,"Good Wives (Little Women, #1.5)",Historical|Historical Fiction|Christian Fiction|Christian|Historical|War|World War II
16248223,The Ghost Bride,Historical|Historical Fiction|Christian Fiction|Christian|Fiction|Historical
34941,Star Wars - Episode I: The Phantom Menace,Romance|M M Romance|Science Fiction|Dystopia|Romance
13096848,"Avatar: The Last Airbender (The Promise, #2)",New Adult|Romance|Contemporary|Romance|Contemporary Romance
23844390,The Pact,Fantasy|Fiction|Historical|Historical Fiction|Cultural|Japan|Historical|Young Adult
266765,"Girls in Love (Girls, #1)",Paranormal|Vampires
294613,Little Bear's Friend,Historical|Historical Fiction|Fiction|Young Adult
254799,The Creative Habit: Learn It and Use It for Life,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Magic
3243517,رأيت رام الله,Sequential Art|Manga|Romance|Sequential Art|Graphic Novels|Manga|Shojo|Sequential Art|Comics
10429025,"A Beautiful Dark (A Beautiful Dark, #1)",Romance|Science Fiction|Time Travel|Romance|Historical Romance|Romance|Romantic Suspense|Fantasy|Paranormal|Historical
18889,"Lady of Avalon (Avalon, #3)",Mystery|Historical|Historical Fiction|Fiction|Thriller|Mystery Thriller|Mystery|Detective
15985392,"Threat Vector (Jack Ryan Universe, #15)",Historical|Historical Fiction|Young Adult|Romance|Historical
829313,Miles: The Autobiography,Christian|Christian|Christian Living|Nonfiction|Religion|Theology|Religion|Christianity|Religion|Faith
816752,"The Castle in the Attic (The Castle in the Attic, #1)",Classics|Fiction|Cultural|Russia|Short Stories|Literature|Russian Literature
6303704,Does the Noise in My Head Bother You?,History|Science|Nonfiction|Biography|Science|History Of Science
11985631,"The Sworn Sword (The Tales of Dunk and Egg, #2)",Young Adult|Poetry|Realistic Fiction|Sociology|Abuse|Fiction
2230284,"The Broken Window (Lincoln Rhyme, #8)",Historical|Historical Fiction|Fiction|Fantasy|Historical|Cultural|France
11851522,The Complete Works of H.P. Lovecraft,Young Adult|Fantasy|Mythology|Fantasy|Fantasy|Paranormal|Paranormal|Vampires
22431039,"Beautiful Secret (Beautiful Bastard, #4)",Fiction|Cultural|Canada|Humor|Contemporary
17707654,"Dust (Kay Scarpetta, #21)",Young Adult|Fantasy|Fantasy|Paranormal|Romance
143513,The Three Sisters,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction|Steampunk
107670,"Evil Star (The Gatekeepers, #2)",Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary|New Adult
21411887,"You Were Mine (Rosemary Beach, #9)",Romance|Romance|Paranormal Romance|Science Fiction|Fantasy|Paranormal|Fantasy
40313,Full Tilt (Full #2),Young Adult|Science Fiction|Dystopia|Short Stories|Fiction
3173125,Beat the Reaper (Peter Brown #1),Classics|Fiction|Literature|Young Adult|Animals
284195,Nantucket Nights,Nonfiction|Autobiography|Memoir|Biography|Psychology
99218,"The Machine Crusade (Legends of Dune, #2)",Mystery|Fiction|Mystery|Crime|Thriller|Humor|Mystery|Noir
99452,"Ogre, Ogre (Xanth #5)",Fiction|Historical|Historical Fiction|Fantasy|Historical|Science Fiction|Time Travel
892295,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),Young Adult|Science Fiction|Dystopia|Science Fiction
18693621,"Devil's Game (Reapers MC, #3)",Realistic Fiction|Young Adult|Fiction|Childrens|Middle Grade|Childrens
8793878,"The Keeping (Law of the Lycans, #3)",Thriller|Fiction|Spy Thriller|Espionage|Action
760205,There's a Nightmare in My Closet,Classics|Fiction|Historical|Historical Fiction|Young Adult
20768868,"Flesh and Blood (Kay Scarpetta, #22)",Fiction|Classics|Literature|Cultural|France
441618,Breaking Free: Discover the Victory of Total Surrender,Religion|Christianity|Lds|Religion|Church|Nonfiction|Spirituality|Lds|Mormonism
132609,Where's Spot?,Sequential Art|Graphic Novels|Sequential Art|Comics|Fiction|Humor|Sequential Art|Manga|Graphic Novels Comics|Young Adult
25772000,Cocky Bastard,Fantasy|Fiction|Young Adult|Classics|Science Fiction|Childrens
